txHash,block,timestamp,from,to,selector,status,conditional_bucket,conditional_fields_inferred,confidence
0x537141e7576c4efae48ce0f7577723740532ebca8e4fba30f43d0364d50bce67,433500360,1771444358,0x4a29e62b457e6c95de8b597c901269e3f704200d,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,success,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0xb23ca6d7e33d667bc320cf9f8c7c8f52820823ec680a32d1ccc46134bc7680e3,433500360,1771444358,0x55224f1823ee5d97d34ccec66c455981377d5842,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,success,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0xc392de73060879b18a60292c7ef049a7fbce6647beed5c686e60c9bd0a048a4f,433500360,1771444358,0x1d85eafb591c7c0438f740a66fd8868cba7fa8dc,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,success,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x1bd5345ff2096434ad87f9581b85c1e03fd292d50c7fa6422804f02b47fb4803,433500360,1771444358,0x7423532b501190a320addf33c14bbb1be1695e70,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xd5dc25f5d514c198eeed6feb790f94f634743ed3bcbd64f9a09d0002990cb639,433500360,1771444358,0x7a668338c5afff75b71388788b9bb10ea842caa2,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x44257d7b3f7fa2bc5988d313a81c80254a3d6c4865ce43b4b42f68ed9c1f30a4,433500360,1771444358,0xb2bef54bd73d604c6efeb9b3fcb4c4d8c47da3de,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,success,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0x7e42c09cdfe5d637c6b38415d74814e88481b52b3dfa3d24ac5c47976f87d410,433500360,1771444358,0x3bfae26d4b76980ab9c7ec711909d7a0632893e6,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xfff1d1c314f13627e674a19c26a54e0b32ca376c461c2693a6d423454be1bce1,433500360,1771444358,0xa02828a41f16dea8cde162228c6882ade4df5fdc,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x2a5b671407133c5b7a38f5cd75f2b46b8bac5ef8cf4ce71ce3edf8bfe0c2a881,433500360,1771444358,0x975227fccc2e9622c337b154fbca1f610f8b980b,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xf967c27cc0d91062195e8298dfbdf1282857015fa39fa03f49166a224504628c,433500360,1771444358,0x33f714f4cb50ff8bfd42bbbca5996934c2a8e438,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,success,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0x8ee9deabb98531b21687775d79a5fdb0b61d339cad61d2c848f45cb55e0ae28f,433500360,1771444358,0x9e6441c6d930f2e98bfb6cae6dc46729c862055f,0x96daa0b8a5499ea9323421ed0cda06b345caab73,0x000000e7,revert,SinglePoolSwap_CustomExecutor,ABI-like 5-word executor: pool addr + direction + amount/limit params + token,0.55
0xc61f7687fcd365ab4784105096c4e51780550c853f7f151b1b478e9614ecb157,433500360,1771444358,0x2515051846249d74238d2e5b2d2d33f888d0790e,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,success,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x668bfee4dedcc4b8996d2bdb0e9470a86f15a00845f55208b6fbb3683ae43cf5,433500360,1771444358,0xc7d62e8dfd78d2270382414d6c7323f6c54542c6,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x3af057afbc8754111af4b80de6cf92ed0eae1a6b657b912227753ac7d4aacd07,433500360,1771444358,0xaaadf4f647ff3b210255523482fe531d2639d9af,0xee2e7bbb67676292af2e31dffd1fea2276d6c7ba,0x00000000,revert,Unknown,unknown,
0xc1e8e8db57cac0f136cae1475276720c4f1a0961c87e05cb04d210bcff4cae34,433500360,1771444358,0x000fbd1e05e3b6a2465b25e5a1e682ceeda45934,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,success,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0x5beb952282d4a0ff10e47c36886f64bbd3be1d6945d5c430b18a0fa260d4b2f9,433500360,1771444358,0x6c8a60974aa58dc47f37c8046d69fe97598ecea5,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xee2784c5ef4f114b8735726a929ef52dfe724fea8ec83e36d3dccf8539c835a0,433500360,1771444358,0x05b7a0d2d5aacfaacbc3f71fd1834d28e7d9bdb0,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x01ef0b8291397bdd6d40c52de6974ad3965d0be57dc4b656c323251465a11b83,433500361,1771444358,0x7d0afd9027355382722438e2444d5507dd147f23,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x852649ef65cf1a1290c2c89422068f7e84ae00947871b991735d738d4defcc0c,433500361,1771444358,0x9e6441c6d930f2e98bfb6cae6dc46729c862055f,0x96daa0b8a5499ea9323421ed0cda06b345caab73,0x000000e7,success,SinglePoolSwap_CustomExecutor,ABI-like 5-word executor: pool addr + direction + amount/limit params + token,0.55
0x6488b3b1dd9b71b6af776effc4cadd0b3c6dbd188d5426888b7530832996eddf,433500361,1771444358,0x09d2571af5035154f1666e110877179ec407a17f,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,success,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0x7d6cbb68de3e9582386b23bf1509baa329fcb40cb0775d0697fd60b86c5e6e96,433500361,1771444358,0xaa6ddd1e801412a84759c2a91ea21373978b08f0,0xee2e7bbb67676292af2e31dffd1fea2276d6c7ba,0x00000000,revert,Unknown,unknown,
0xd7a94538a34d3d32786e8bde16131e8924a61d5bc39cda93a4ccd12028823cdc,433500361,1771444358,0xe14793912e19c568160decc948a0de25601ba4f2,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xd0786d4f8b0fb8223dd4a588a75347dfe9ca8fe44b37ac7f7fae56ca3a5c7ead,433500361,1771444358,0x34c97142d790fe3e7920858a11724d26495f3248,0xee2e7bbb67676292af2e31dffd1fea2276d6c7ba,0x00000000,revert,Unknown,unknown,
0x9ee7e3a65a2f66f82d13b86553dc07b36af78b06b409335df8821e9f1836c1f0,433500361,1771444358,0x0c665c6bdda24c471aad3cc646232b4396c01a23,0xb42d9c587da80575b6933a69d60e500f44e0e546,0x00000000,revert,Unknown,unknown,
0xc23ab0a347d09a7b491c052489b15592f96df9838ff6ccc3d144490bfd6bc9a4,433500361,1771444358,0x92fe7df3f12edb71a232783eef3555216e8ac515,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x6a980cd34b5410dca01104267f4c71e3872aff8682d3d2c874ce4316bf6f2587,433500361,1771444358,0x9e6441c6d930f2e98bfb6cae6dc46729c862055f,0x96daa0b8a5499ea9323421ed0cda06b345caab73,0x000000e7,success,SinglePoolSwap_CustomExecutor,ABI-like 5-word executor: pool addr + direction + amount/limit params + token,0.55
0x9ef8d9e7e5fbe01627f01f4eb2eeab73158b455aac976fa88216c96687eb689d,433500361,1771444358,0xf421f1a345d28d2426fb63f32e9ab774e1923385,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,success,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0x6bdf054413c088ee3e4285f18b2f31da8fc332a86720b713aac7ef119b1fd244,433500361,1771444358,0x9e6441c6d930f2e98bfb6cae6dc46729c862055f,0x96daa0b8a5499ea9323421ed0cda06b345caab73,0x000000e7,success,SinglePoolSwap_CustomExecutor,ABI-like 5-word executor: pool addr + direction + amount/limit params + token,0.55
0xa0b77e7839573866e5b5dc020940c341cd63c31af6f9fe71cd7cbdbc63e9824b,433500361,1771444358,0xc7f5b85b7f8d60011440fd9749bc8429d16b1cf2,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xc0bc64b3bfe22ce6f489241b3dd10c1d6b5c1bc66067588908e2c11f5939cb74,433500361,1771444358,0x81a043be7feba403d895a422e306df1b91028f45,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x4f3c44400343b56aeffa4250efa18832bf7e9d4cd2f10f0404d8cb73579e2ed9,433500361,1771444358,0x256831b99d2a13148f2d145a44589232a277ee4b,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xe41fa06912cf2d98e68f04e69a8249be58febbb260448ed957ffd605f1e09eaa,433500361,1771444358,0x0583bdf7483ad0685b768de7c6a929961af61de5,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,success,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0x77de5cc1ea6214ca98bf5afdc56ca478178c102b6b2c7843422821376fdc61a3,433500361,1771444358,0xfd0ccf8dd9c88787305d8048969d7b7000391304,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x44c8a7863810f34c41de468dfd9d38acedb17c7ea4a20c17d358c3543414b41d,433500361,1771444358,0x934150d353f5e53cb6e9178456067b545a443a5d,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xad4b517e5e80a6722c23061bdb16889708e89072c76f552901e778bb39c7b1cb,433500361,1771444358,0x0587a02effe763c8b8e686cac7ac0dab20a36d35,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0xc3d533e55090ebee48382c242a736bed251a428e936f88450c2109e16622efbf,433500361,1771444358,0xcc50f79e1cb0b1c95ded9e7b71843db92cb6b0e1,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xd262832b660e10fbc310f44b382d28ff8058194e278d46ff6e3f26646cd33d7d,433500361,1771444358,0x06cf280c1b4d4873c830f2ee3d7ad3c0c2c0a795,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,success,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0x9b2c0a55bf829943be487890816a2bc1210af60b9ea9a539106eb9536990e23c,433500361,1771444358,0xdbbfdb6edb64fcb406f1ba1d2e40d1d984d137a9,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xe7d2ada52fc76f245a54388fd3dfdfb8ad69fccc911831167f875efcce4d3844,433500361,1771444358,0xea767db0da257a5538d7f245524a480b410aa491,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,success,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xcb87feb324da39e60ee03f4a5c3189d44c6fe942b9a60103d8218d13b7ac0867,433500361,1771444358,0xaaeb8818a1bdeae9a9e3f35c0308f4e570f06a34,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x88e48442ccd51c34c3c500cdc08735f81247ecd1b319c24401b15136f808a7f9,433500361,1771444358,0x9e6441c6d930f2e98bfb6cae6dc46729c862055f,0x96daa0b8a5499ea9323421ed0cda06b345caab73,0x000000e7,revert,SinglePoolSwap_CustomExecutor,ABI-like 5-word executor: pool addr + direction + amount/limit params + token,0.55
0x18b6f73dff71a45b91ef9c77c649096a2fab1323a7316e5a4889dcc47fc88ec6,433500361,1771444358,0x9e6441c6d930f2e98bfb6cae6dc46729c862055f,0x96daa0b8a5499ea9323421ed0cda06b345caab73,0x000000e7,success,SinglePoolSwap_CustomExecutor,ABI-like 5-word executor: pool addr + direction + amount/limit params + token,0.55
0x9899af01701344b0d06ba6b1cc877594548c1dc5a1534d7bee04edf42dc2d007,433500361,1771444358,0x9e6441c6d930f2e98bfb6cae6dc46729c862055f,0x96daa0b8a5499ea9323421ed0cda06b345caab73,0x000000e7,success,SinglePoolSwap_CustomExecutor,ABI-like 5-word executor: pool addr + direction + amount/limit params + token,0.55
0x91f111950da99cc2b73f93669d81901ff870a0bc2a8999f9d9b09b7ecf390cb3,433500361,1771444358,0x9d7ef3770bac34887adec0e96d2df331af4dd526,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,success,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0xc5cdbcc2738b5a6a1a2f3c29765bbac6d340da3da7edaf0aa70f354cc73fad93,433500361,1771444358,0x4656e7359e37e33333baa1f6d0c32d51f9ee22cc,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x3e4162f850d55c6d8b27c430bdf0046b3490440d3736fdc99d427118caa28d23,433500361,1771444358,0x7bb4b1804b5d9083b321c85a3dba67dbd8f37266,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0x2baa0d8ccc3a802ff5f2cf2e3370ac2b6a72f82df87817b76d393b64e2c16d89,433500361,1771444358,0x4a703cdff740347489a820b31ec656a9bc5b1f99,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0xaa5ca6a97e5466e7a9ac89f25effb2e6f33c27c77a4447557877b61c927f8edd,433500361,1771444358,0x9e6441c6d930f2e98bfb6cae6dc46729c862055f,0x96daa0b8a5499ea9323421ed0cda06b345caab73,0x000000e7,revert,SinglePoolSwap_CustomExecutor,ABI-like 5-word executor: pool addr + direction + amount/limit params + token,0.55
0x7618709553e334f36534b4b7d967ad808f260dd4751b2afcad25ea1574cf8a45,433500361,1771444358,0x9e6441c6d930f2e98bfb6cae6dc46729c862055f,0x96daa0b8a5499ea9323421ed0cda06b345caab73,0x000000e7,success,SinglePoolSwap_CustomExecutor,ABI-like 5-word executor: pool addr + direction + amount/limit params + token,0.55
0xc3b60239023d394d07045c003ae5a5e106395d18ae1568d04db9412944e3b7b5,433500361,1771444358,0x9e6441c6d930f2e98bfb6cae6dc46729c862055f,0x96daa0b8a5499ea9323421ed0cda06b345caab73,0x000000e7,success,SinglePoolSwap_CustomExecutor,ABI-like 5-word executor: pool addr + direction + amount/limit params + token,0.55
0xb258e73937e2097dd899d5e27dbe90ab5330fac0e6bd47247e397c67fb331d8f,433500361,1771444358,0xb5c3b8c5ffe99bbbef28f935145a96f6ccbc8492,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0x6bfd6286,revert,PackedUniV3Swap_WithExtraLimitParam,packed order: marketId + maxAmountIn + minAmountOut (word1 low4) + price/limit field,0.68
0xa5b11faff28698460ed69037e06fed45ae9894d32da9d5f14887abda09a274fe,433500361,1771444358,0x4302b02a4ae2f16f2e355b2bd3c55df06aca91eb,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,success,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0xaf21d17c1f26e0aca9dbdfe0e85a53077518cc998c2ea129d847058bb4760263,433500361,1771444358,0xaaefb6d064fa0ddd373955ae60f042d4eb4fed0a,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x6b256577ce2bc0021efb50e4d50f184bada74d0b763807915386750da3ec8042,433500361,1771444358,0xcb811715a7b6e64080d768313883ee24d874045d,0xee2e7bbb67676292af2e31dffd1fea2276d6c7ba,0x00000000,revert,Unknown,unknown,
0x486fd82da89636aeaed48507a1bc68ea88dfdddf4e76c7f14837b7566a11e1de,433500361,1771444358,0x193b592cf43bb7a05ee057f8b5f0665b8cd9148a,0xee2e7bbb67676292af2e31dffd1fea2276d6c7ba,0x00000000,revert,Unknown,unknown,
0xfdf9832e9911890b4511490b9b420c1c07e7ef6b4980bcbd2ad17d2ed1133ef1,433500361,1771444358,0x4a8920664e0f2239bc6358cc16181f82fe1c10dc,0xee2e7bbb67676292af2e31dffd1fea2276d6c7ba,0x00000000,revert,Unknown,unknown,
0x2a65dda30f62a53c277416ecb34618592a0d194c3deee80c94a770282ea40d7a,433500361,1771444358,0x9e6441c6d930f2e98bfb6cae6dc46729c862055f,0x96daa0b8a5499ea9323421ed0cda06b345caab73,0x000000e7,success,SinglePoolSwap_CustomExecutor,ABI-like 5-word executor: pool addr + direction + amount/limit params + token,0.55
0x6e2f13d943c3cc378b946ccf329c0ff5a861a40aa6cd6c7b031f0581930713f2,433500361,1771444358,0x69f63b74597bb2b26d2ca90b30650deb9c5b3d5b,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
0x062c2a06d2b3b4f981cb91c76c4d16ad9d3bba1ef7272c543fdce5572e674532,433500361,1771444358,0x2b67c17cd72f5a0adc211422037e38dee24ba204,0x78fe61cf0124fa08c4b79d5ac47ff8f152569535,0x2f2a2543,revert,Unknown,unknown,
0xd3480b8ae6e4c4c13c2b36f873b4cdab5de8c64427a27edae59cae8c482ae996,433500361,1771444358,0x36b412ac1b0034ef651fb1df7a1823f78dace6a4,0xee2e7bbb67676292af2e31dffd1fea2276d6c7ba,0x00000000,revert,Unknown,unknown,
0xa213bf623c82dca70871ea834e5a70ae3a48ec1a75e745529c20fba9780fb044,433500361,1771444358,0x0f25890c7f5cc6d29598ca6922293761c7f4afa3,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb42ebb63,revert,PackedUniV3Swap_AlternateSideOrExactOutput,packed order variant: marketId + amount field + limit/side field + flag,0.66
0xb0d47da1d9b11fbb7cdd14077d2e351b61a7c30ea3812cdda27e774ec5416832,433500361,1771444358,0x34c3b3d85eb5f8394447dd967ab17716b58a41b1,0x27920e8039d2b6e93e36f5d5f53b998e2e631a70,0xb2460c48,revert,PackedUniV3Swap_ExactInput_or_MarketWithPriceLimit,packed order: marketId + amount cap + price/limit field + flag; frequent conditional reverts,0.72
